,0,1,2,3,4,h,t,u,prediction,PI,S,SA,SP,VB,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,East,North,South,South-East,West,Metropolitan,Victoria,24
4253,137,8508,1,1,4.0,1,0,0,1265000.0,0,1,0,0,0,184,2016.0,6.0,18.0,8.4,3015.0,5.0,2.0,2.0,0,774.0,185.0,0,1950.0,434,0,-37.8366,144.8758,0,0,0,0,1,1,0,5498.0
4254,137,8508,1,1,2.0,1,0,0,801000.0,0,0,0,1,0,111,2016.0,6.0,18.0,8.4,3015.0,1.0,1.0,1.0,0,343.0,106.0,0,1920.0,434,0,-37.8414,144.8752,0,0,0,0,1,1,0,5498.0
4255,137,8508,1,1,3.0,1,0,0,1185000.0,0,1,0,0,0,184,2016.0,11.0,19.0,8.4,3015.0,3.0,1.0,2.0,0,771.0,0.0,1,0.0,434,0,-37.8439,144.8715,0,0,0,0,1,1,0,5498.0
4256,137,8508,1,1,3.0,0,1,0,770000.0,0,1,0,0,0,239,2016.0,11.0,19.0,8.4,3015.0,3.0,2.0,2.0,0,224.0,132.0,0,2015.0,434,0,-37.8424,144.8653,0,0,0,0,1,1,0,5498.0
4257,137,8508,1,1,3.0,1,0,0,1200000.0,0,0,0,1,0,116,2016.0,11.0,19.0,8.4,3015.0,3.0,2.0,0.0,0,288.0,0.0,1,0.0,434,0,-37.8426,144.89,0,0,0,0,1,1,0,5498.0
4258,137,8508,1,1,3.0,1,0,0,993000.0,0,0,0,1,0,111,2016.0,5.0,22.0,8.4,3015.0,3.0,2.0,2.0,0,348.0,158.0,0,1900.0,434,0,-37.8435,144.8788,0,0,0,0,1,1,0,5498.0
4259,137,8508,1,1,3.0,1,0,0,901000.0,0,0,0,1,0,12,2016.0,5.0,22.0,8.4,3015.0,3.0,1.0,1.0,0,557.0,0.0,1,0.0,434,0,-37.8378,144.8657,0,0,0,0,1,1,0,5498.0
4260,137,8508,1,1,2.0,1,0,0,650000.0,0,0,0,1,0,3,2016.0,5.0,22.0,8.4,3015.0,2.0,1.0,1.0,0,149.0,62.0,0,1890.0,434,0,-37.8491,144.8903,0,0,0,0,1,1,0,5498.0
4261,137,8508,1,1,3.0,1,0,0,891500.0,0,0,0,1,0,216,2016.0,8.0,22.0,8.4,3015.0,3.0,1.0,0.0,0,344.0,130.0,0,1920.0,434,0,-37.8424,144.8754,0,0,0,0,1,1,0,5498.0
4262,137,8508,1,1,4.0,1,0,0,3420000.0,1,0,0,0,0,184,2016.0,8.0,22.0,8.4,3015.0,4.0,2.0,2.0,0,757.0,0.0,1,1886.0,434,0,-37.849,144.8947,0,0,0,0,1,1,0,5498.0
4263,137,8508,1,1,3.0,1,0,0,805000.0,0,1,0,0,0,184,2016.0,4.0,23.0,8.4,3015.0,3.0,1.0,2.0,0,322.0,104.0,0,1930.0,434,0,-37.8422,144.8784,0,0,0,0,1,1,0,5498.0
4264,137,8508,1,1,2.0,1,0,0,680000.0,0,0,0,1,0,184,2016.0,4.0,23.0,8.4,3015.0,2.0,1.0,1.0,0,229.0,101.0,0,2000.0,434,0,-37.8368,144.8768,0,0,0,0,1,1,0,5498.0
4265,137,8508,1,1,4.0,0,1,0,827500.0,0,1,0,0,0,239,2016.0,9.0,24.0,8.4,3015.0,4.0,3.0,2.0,0,221.0,0.0,1,0.0,434,0,-37.8424,144.8653,0,0,0,0,1,1,0,5498.0
4266,137,8508,1,1,2.0,1,0,0,793000.0,0,1,0,0,0,14,2016.0,9.0,24.0,8.4,3015.0,2.0,1.0,1.0,0,144.0,140.0,0,1995.0,434,0,-37.845,144.8873,0,0,0,0,1,1,0,5498.0
4267,137,8508,1,1,3.0,1,0,0,988000.0,0,0,0,1,0,243,2016.0,9.0,24.0,8.4,3015.0,3.0,1.0,1.0,0,450.0,0.0,1,0.0,434,0,-37.84,144.887,0,0,0,0,1,1,0,5498.0
4268,137,8508,1,1,3.0,0,1,0,747000.0,0,1,0,0,0,243,2016.0,9.0,24.0,8.4,3015.0,3.0,2.0,2.0,0,753.0,170.0,0,2005.0,434,0,-37.8413,144.8741,0,0,0,0,1,1,0,5498.0
4269,137,8508,1,1,3.0,1,0,0,910000.0,0,1,0,0,0,239,2016.0,9.0,24.0,8.4,3015.0,3.0,1.0,2.0,0,531.0,0.0,1,0.0,434,0,-37.8409,144.8663,0,0,0,0,1,1,0,5498.0
4270,137,8508,1,1,2.0,1,0,0,896000.0,0,1,0,0,0,184,2016.0,9.0,24.0,8.4,3015.0,2.0,1.0,0.0,0,297.0,95.0,0,1900.0,434,0,-37.8501,144.8931,0,0,0,0,1,1,0,5498.0
4271,137,8508,1,1,2.0,1,0,0,890000.0,0,0,0,1,0,111,2017.0,2.0,25.0,8.4,3015.0,2.0,1.0,0.0,0,168.0,90.0,0,1900.0,434,0,-37.8475,144.8897,0,0,0,0,1,1,0,5498.0
4272,137,8508,1,1,3.0,1,0,0,1199000.0,0,1,0,0,0,116,2017.0,2.0,25.0,8.4,3015.0,3.0,1.0,3.0,0,506.0,0.0,1,0.0,434,0,-37.841,144.8878,0,0,0,0,1,1,0,5498.0
4273,137,8508,1,1,3.0,1,0,0,1100000.0,0,0,0,1,0,111,2017.0,2.0,25.0,8.4,3015.0,3.0,2.0,1.0,0,293.0,0.0,1,0.0,434,0,-37.8446,144.8859,0,0,0,0,1,1,0,5498.0
4274,137,8508,1,1,5.0,1,0,0,2015000.0,0,1,0,0,0,111,2017.0,2.0,25.0,8.4,3015.0,5.0,2.0,4.0,0,1017.0,0.0,1,0.0,434,0,-37.8366,144.8769,0,0,0,0,1,1,0,5498.0
4275,137,8508,1,1,4.0,0,1,0,930000.0,1,0,0,0,0,239,2016.0,7.0,26.0,8.4,3015.0,4.0,3.0,3.0,0,278.0,188.0,0,2009.0,434,0,-37.8468,144.874,0,0,0,0,1,1,0,5498.0
4276,137,8508,1,1,3.0,1,0,0,1151000.0,0,1,0,0,0,111,2016.0,6.0,27.0,8.4,3015.0,2.0,1.0,5.0,0,571.0,120.0,0,1920.0,434,0,-37.8417,144.8896,0,0,0,0,1,1,0,5498.0
4277,137,8508,1,1,4.0,0,1,0,820000.0,0,1,0,0,0,216,2016.0,6.0,27.0,8.4,3015.0,4.0,2.0,2.0,0,753.0,204.0,0,2006.0,434,0,-37.8413,144.8741,0,0,0,0,1,1,0,5498.0
4278,137,8508,1,1,2.0,0,0,1,670000.0,0,0,0,1,0,51,2016.0,11.0,27.0,8.4,3015.0,2.0,1.0,1.0,0,190.0,0.0,1,0.0,434,0,-37.8433,144.8725,0,0,0,0,1,1,0,5498.0
4279,137,8508,1,2,3.0,1,0,0,1040000.0,0,1,0,0,0,1167,2016.0,11.0,27.0,8.4,3015.0,3.0,1.0,2.0,0,595.0,0.0,1,0.0,434,0,-37.8394,144.8669,0,0,0,0,1,1,0,5498.0
4280,137,8508,1,1,4.0,1,0,0,1316000.0,0,1,0,0,0,111,2016.0,11.0,27.0,8.4,3015.0,4.0,2.0,3.0,0,539.0,0.0,1,2000.0,434,0,-37.8366,144.8773,0,0,0,0,1,1,0,5498.0
4281,137,8508,1,1,2.0,1,0,0,816000.0,0,1,0,0,0,184,2016.0,11.0,27.0,8.4,3015.0,2.0,1.0,1.0,0,315.0,104.0,0,1930.0,434,0,-37.8465,144.8714,0,0,0,0,1,1,0,5498.0
4282,137,8508,1,1,3.0,1,0,0,945000.0,0,1,0,0,0,243,2016.0,5.0,28.0,8.4,3015.0,4.0,2.0,1.0,0,487.0,190.0,0,2017.0,434,0,-37.8438,144.8806,0,0,0,0,1,1,0,5498.0
4283,137,8508,1,1,1.0,1,0,0,643700.0,0,0,0,1,0,239,2016.0,8.0,28.0,8.4,3015.0,1.0,1.0,0.0,0,129.0,45.0,0,1900.0,434,0,-37.8491,144.8903,0,0,0,0,1,1,0,5498.0
4284,137,8508,1,1,2.0,1,0,0,760000.0,0,1,0,0,0,111,2016.0,8.0,28.0,8.4,3015.0,2.0,1.0,2.0,0,255.0,109.0,0,1930.0,434,0,-37.8469,144.8766,0,0,0,0,1,1,0,5498.0
4285,137,8508,1,1,8.0,1,0,0,881000.0,0,1,0,0,0,243,2016.0,7.0,30.0,8.4,3015.0,6.0,2.0,4.0,0,663.0,190.0,0,1920.0,434,0,-37.8385,144.8824,0,0,0,0,1,1,0,5498.0
4286,137,8508,1,1,3.0,1,0,0,900000.0,0,0,0,1,0,239,2016.0,7.0,30.0,8.4,3015.0,3.0,2.0,2.0,0,360.0,168.0,0,2013.0,434,0,-37.835,144.8814,0,0,0,0,1,1,0,5498.0
4287,82,8508,1,1,3.0,0,1,0,830000.0,0,1,0,0,0,1011,2016.0,3.0,9.0,11.2,3042.0,3.0,3.0,2.0,0,303.0,236.0,0,2013.0,997,0,-37.742,144.8885,0,0,0,0,1,1,0,2291.0
4288,82,8508,1,1,3.0,1,0,0,780000.0,1,0,0,0,0,39,2016.0,3.0,9.0,11.2,3042.0,3.0,2.0,2.0,0,274.0,0.0,1,0.0,997,0,-37.7353,144.8907,0,0,0,0,1,1,0,2291.0
4289,82,8508,1,1,3.0,1,0,0,1020000.0,1,0,0,0,0,1011,2016.0,3.0,12.0,11.2,3042.0,3.0,1.0,2.0,0,650.0,0.0,1,0.0,997,0,-37.7423,144.8905,0,0,0,0,1,1,0,2291.0
4290,82,8508,1,1,1.0,1,0,0,1330000.0,0,1,0,0,0,342,2016.0,3.0,12.0,11.2,3042.0,1.0,1.0,1.0,0,846.0,0.0,1,0.0,997,0,-37.7467,144.8872,0,0,0,0,1,1,0,2291.0
4291,82,8508,1,1,4.0,1,0,0,1126000.0,0,0,0,1,0,342,2016.0,3.0,12.0,11.2,3042.0,4.0,2.0,2.0,0,650.0,150.0,0,1960.0,997,0,-37.7429,144.888,0,0,0,0,1,1,0,2291.0
4292,82,8508,1,1,3.0,1,0,0,1235000.0,0,1,0,0,0,342,2017.0,4.0,3.0,11.2,3042.0,3.0,2.0,1.0,0,0.0,204.0,0,2009.0,997,0,-37.7473,144.8897,0,0,0,0,1,1,0,2291.0
4293,82,8508,1,1,2.0,0,0,1,457000.0,0,1,0,0,0,342,2016.0,4.0,6.0,11.2,3042.0,2.0,1.0,1.0,0,0.0,89.0,0,1975.0,997,0,-37.7467,144.8906,0,0,0,0,1,1,0,2291.0
4294,82,8508,1,1,2.0,0,0,1,660000.0,0,1,0,0,0,1011,2016.0,4.0,6.0,11.2,3042.0,2.0,2.0,1.0,0,217.0,113.0,0,2006.0,997,0,-37.7465,144.8868,0,0,0,0,1,1,0,2291.0
4295,82,8508,1,1,3.0,0,1,0,770000.0,0,1,0,0,0,32,2016.0,7.0,5.0,11.2,3042.0,3.0,2.0,1.0,0,313.0,145.0,0,2011.0,997,0,-37.7335,144.8788,0,0,0,0,1,1,0,2291.0
4296,82,8508,1,1,3.0,1,0,0,895500.0,0,1,0,0,0,1565,2016.0,7.0,5.0,11.2,3042.0,3.0,2.0,2.0,0,347.0,0.0,1,0.0,997,0,-37.7413,144.8871,0,0,0,0,1,1,0,2291.0
4297,82,8508,1,1,4.0,1,0,0,1350000.0,0,0,0,1,0,1011,2016.0,7.0,11.0,11.2,3042.0,4.0,3.0,2.0,0,747.0,242.0,0,1985.0,997,0,-37.7387,144.8827,0,0,0,0,1,1,0,2291.0
4298,82,8508,1,1,3.0,0,1,0,820000.0,1,0,0,0,0,1565,2016.0,7.0,11.0,11.2,3042.0,3.0,2.0,1.0,0,229.0,180.0,0,2012.0,997,0,-37.7462,144.8873,0,0,0,0,1,1,0,2291.0
4299,82,8508,1,1,2.0,0,1,0,617500.0,0,1,0,0,0,168,2016.0,10.0,9.0,11.2,3042.0,2.0,1.0,1.0,0,237.0,0.0,1,0.0,997,0,-37.74,144.8851,0,0,0,0,1,1,0,2291.0
4300,82,8508,1,1,2.0,0,0,1,490000.0,0,1,0,0,0,342,2016.0,10.0,12.0,11.2,3042.0,2.0,1.0,1.0,0,142.0,0.0,1,0.0,997,0,-37.7415,144.8914,0,0,0,0,1,1,0,2291.0
4301,82,8508,1,1,3.0,0,0,1,800000.0,0,1,0,0,0,1565,2016.0,10.0,12.0,11.2,3042.0,3.0,2.0,1.0,0,0.0,0.0,1,0.0,997,0,-37.7452,144.8895,0,0,0,0,1,1,0,2291.0
4302,82,8508,1,1,3.0,1,0,0,991000.0,0,1,0,0,0,342,2017.0,11.0,2.0,11.2,3042.0,3.0,1.0,1.0,0,716.0,139.0,0,1950.0,997,0,-37.7368,144.8856,0,0,0,0,1,1,0,2291.0
4303,82,8508,1,1,3.0,0,0,1,970000.0,0,1,0,0,0,1565,2016.0,12.0,11.0,11.2,3042.0,3.0,2.0,1.0,0,320.0,167.0,0,0.0,997,0,-37.7377,144.888,0,0,0,0,1,1,0,2291.0
4304,82,8508,1,1,2.0,1,0,0,657000.0,0,1,0,0,0,1011,2016.0,12.0,11.0,11.2,3042.0,2.0,2.0,1.0,0,268.0,104.0,0,1950.0,997,0,-37.7343,144.8783,0,0,0,0,1,1,0,2291.0
4305,82,8508,1,1,3.0,1,0,0,710000.0,0,1,0,0,0,1565,2016.0,12.0,11.0,11.2,3042.0,3.0,2.0,1.0,0,317.0,140.0,0,1950.0,997,0,-37.7449,144.8869,0,0,0,0,1,1,0,2291.0
4306,82,8508,1,1,3.0,1,0,0,840000.0,0,1,0,0,0,342,2016.0,8.0,13.0,11.2,3042.0,3.0,1.0,2.0,0,603.0,0.0,1,0.0,997,0,-37.7484,144.8892,0,0,0,0,1,1,0,2291.0
4307,82,8508,1,1,3.0,1,0,0,975000.0,0,1,0,0,0,1011,2016.0,8.0,13.0,11.2,3042.0,3.0,1.0,1.0,0,822.0,0.0,1,0.0,997,0,-37.7379,144.8854,0,0,0,0,1,1,0,2291.0
4308,82,8508,1,1,3.0,0,0,1,600000.0,0,0,0,1,0,1011,2016.0,5.0,14.0,11.2,3042.0,3.0,2.0,1.0,0,164.0,0.0,1,0.0,997,0,-37.7479,144.8868,0,0,0,0,1,1,0,2291.0
4309,82,8508,1,1,4.0,1,0,0,875000.0,0,0,0,0,1,1011,2016.0,5.0,14.0,11.2,3042.0,4.0,3.0,1.0,0,321.0,0.0,1,0.0,997,0,-37.7424,144.8851,0,0,0,0,1,1,0,2291.0
4310,82,8508,1,1,3.0,1,0,0,785000.0,0,1,0,0,0,1011,2016.0,5.0,14.0,11.2,3042.0,3.0,1.0,2.0,0,620.0,0.0,1,0.0,997,0,-37.7321,144.8771,0,0,0,0,1,1,0,2291.0
4311,82,8508,1,1,3.0,0,1,0,840000.0,0,1,0,0,0,1011,2016.0,10.0,15.0,11.2,3042.0,3.0,2.0,2.0,0,374.0,180.0,0,1990.0,997,0,-37.7445,144.8834,0,0,0,0,1,1,0,2291.0
4312,82,8508,1,1,3.0,1,0,0,1076000.0,0,1,0,0,0,1011,2016.0,4.0,16.0,11.2,3042.0,3.0,1.0,1.0,0,654.0,0.0,1,0.0,997,0,-37.7412,144.8888,0,0,0,0,1,1,0,2291.0
4313,82,8508,1,1,4.0,1,0,0,850000.0,0,1,0,0,0,1011,2016.0,4.0,16.0,11.2,3042.0,4.0,3.0,2.0,0,641.0,0.0,1,0.0,997,0,-37.7317,144.8751,0,0,0,0,1,1,0,2291.0
4314,82,8508,1,1,5.0,1,0,0,1400000.0,0,0,0,0,1,1565,2016.0,9.0,17.0,11.2,3042.0,4.0,2.0,2.0,0,650.0,290.0,0,2005.0,997,0,-37.7391,144.8875,0,0,0,0,1,1,0,2291.0
4315,82,8508,1,1,4.0,1,0,0,1080000.0,0,1,0,0,0,1565,2016.0,9.0,17.0,11.2,3042.0,3.0,3.0,2.0,0,539.0,162.0,0,1976.0,997,0,-37.7444,144.8847,0,0,0,0,1,1,0,2291.0
4316,82,8508,1,1,3.0,1,0,0,1065000.0,0,0,0,1,0,1011,2017.0,3.0,18.0,11.2,3042.0,3.0,1.0,2.0,0,653.0,0.0,1,0.0,997,0,-37.734,144.8785,0,0,0,0,1,1,0,2291.0
4317,82,8508,1,1,3.0,1,0,0,773000.0,0,1,0,0,0,1565,2016.0,6.0,18.0,11.2,3042.0,3.0,2.0,2.0,0,403.0,0.0,1,0.0,997,0,-37.7324,144.8765,0,0,0,0,1,1,0,2291.0
4318,82,8508,1,1,3.0,0,0,1,700000.0,0,1,0,0,0,1565,2016.0,6.0,18.0,11.2,3042.0,3.0,1.0,1.0,0,202.0,0.0,1,0.0,997,0,-37.7389,144.887,0,0,0,0,1,1,0,2291.0
4319,82,8508,1,1,3.0,0,0,1,760000.0,0,1,0,0,0,1011,2016.0,6.0,18.0,11.2,3042.0,3.0,2.0,1.0,0,198.0,0.0,1,2008.0,997,0,-37.7357,144.8908,0,0,0,0,1,1,0,2291.0
4320,82,8508,1,1,2.0,1,0,0,1190000.0,0,1,0,0,0,1011,2016.0,11.0,19.0,11.2,3042.0,2.0,1.0,2.0,0,650.0,0.0,1,0.0,997,0,-37.7378,144.8893,0,0,0,0,1,1,0,2291.0
4321,82,8508,1,1,3.0,1,0,0,1015000.0,0,1,0,0,0,1011,2016.0,8.0,22.0,11.2,3042.0,3.0,1.0,1.0,0,643.0,125.0,0,1950.0,997,0,-37.736,144.8839,0,0,0,0,1,1,0,2291.0
4322,82,8508,1,1,3.0,1,0,0,875000.0,0,0,0,1,0,1565,2016.0,8.0,22.0,11.2,3042.0,3.0,1.0,0.0,0,656.0,0.0,1,1950.0,997,0,-37.738,144.8816,0,0,0,0,1,1,0,2291.0
4323,82,8508,1,1,3.0,1,0,0,1020000.0,0,1,0,0,0,1011,2017.0,2.0,25.0,11.2,3042.0,3.0,1.0,1.0,0,650.0,0.0,1,0.0,997,0,-37.7352,144.8845,0,0,0,0,1,1,0,2291.0
4324,82,8508,1,1,3.0,0,0,1,773000.0,0,1,0,0,0,1011,2016.0,7.0,26.0,11.2,3042.0,3.0,1.0,1.0,0,275.0,0.0,1,0.0,997,0,-37.7383,144.8898,0,0,0,0,1,1,0,2291.0
4325,82,8508,1,1,2.0,0,0,1,522500.0,0,0,0,1,0,1565,2016.0,7.0,26.0,11.2,3042.0,2.0,1.0,1.0,0,167.0,0.0,1,0.0,997,0,-37.7328,144.8764,0,0,0,0,1,1,0,2291.0
4326,82,8508,1,1,3.0,1,0,0,1100000.0,0,1,0,0,0,1011,2016.0,6.0,27.0,11.2,3042.0,3.0,1.0,1.0,0,655.0,0.0,1,0.0,997,0,-37.7459,144.8906,0,0,0,0,1,1,0,2291.0
4327,82,8508,1,1,2.0,1,0,0,1007000.0,0,1,0,0,0,1565,2016.0,6.0,27.0,11.2,3042.0,2.0,1.0,1.0,0,646.0,0.0,1,0.0,997,0,-37.7433,144.891,0,0,0,0,1,1,0,2291.0
4328,82,8508,1,1,4.0,1,0,0,1245000.0,1,0,0,0,0,39,2016.0,11.0,27.0,11.2,3042.0,4.0,3.0,3.0,0,0.0,225.0,0,1950.0,997,0,-37.7386,144.8902,0,0,0,0,1,1,0,2291.0
4329,82,8508,1,1,3.0,1,0,0,1155000.0,0,1,0,0,0,1011,2016.0,11.0,27.0,11.2,3042.0,3.0,2.0,3.0,0,653.0,0.0,1,0.0,997,0,-37.7396,144.8887,0,0,0,0,1,1,0,2291.0
4330,82,8508,1,1,3.0,0,0,1,746000.0,0,1,0,0,0,1011,2016.0,11.0,27.0,11.2,3042.0,3.0,1.0,1.0,0,256.0,0.0,1,0.0,997,0,-37.741,144.8901,0,0,0,0,1,1,0,2291.0
4331,82,8508,1,1,4.0,1,0,0,1160000.0,1,0,0,0,0,10,2016.0,5.0,28.0,11.2,3042.0,4.0,3.0,2.0,0,424.0,0.0,1,0.0,997,0,-37.74800000000001,144.8873,0,0,0,0,1,1,0,2291.0
4332,82,8508,1,1,3.0,1,0,0,1105000.0,0,1,0,0,0,342,2016.0,5.0,28.0,11.2,3042.0,3.0,1.0,1.0,0,643.0,119.0,0,1950.0,997,0,-37.7449,144.8899,0,0,0,0,1,1,0,2291.0
4333,82,8508,1,1,2.0,0,0,1,591000.0,0,1,0,0,0,342,2016.0,7.0,30.0,11.2,3042.0,2.0,1.0,1.0,0,269.0,0.0,1,0.0,997,0,-37.74,144.8851,0,0,0,0,1,1,0,2291.0
4334,82,8508,1,1,3.0,1,0,0,960000.0,1,0,0,0,0,1011,2016.0,7.0,30.0,11.2,3042.0,3.0,1.0,1.0,0,645.0,0.0,1,0.0,997,0,-37.736,144.8809,0,0,0,0,1,1,0,2291.0
4335,82,8508,1,1,3.0,0,0,1,815000.0,0,1,0,0,0,1011,2016.0,7.0,30.0,11.2,3042.0,3.0,2.0,2.0,0,203.0,0.0,1,0.0,997,0,-37.7465,144.8867,0,0,0,0,1,1,0,2291.0
4336,83,372,0,1,4.0,1,0,0,2920000.0,0,1,0,0,0,1565,2016.0,3.0,9.0,2.3,3051.0,4.0,3.0,4.0,0,310.0,276.0,0,1880.0,470,0,-37.7958,144.944,0,1,0,0,0,1,0,6821.0
4337,83,372,0,1,3.0,1,0,0,1635000.0,0,1,0,0,0,1565,2016.0,3.0,9.0,2.3,3051.0,2.0,1.0,0.0,0,517.0,0.0,1,0.0,470,0,-37.7967,144.9472,0,1,0,0,0,1,0,6821.0
4338,83,372,0,1,1.0,0,0,1,491000.0,0,0,0,1,0,1565,2016.0,3.0,9.0,2.3,3051.0,1.0,1.0,1.0,0,0.0,0.0,1,0.0,470,0,-37.8044,144.9566,0,1,0,0,0,1,0,6821.0
4339,83,372,0,1,2.0,0,0,1,540000.0,0,1,0,0,0,1316,2016.0,3.0,12.0,2.3,3051.0,2.0,1.0,1.0,0,0.0,65.0,0,1970.0,470,0,-37.7994,144.9464,0,1,0,0,0,1,0,6821.0
4340,83,372,0,1,1.0,0,0,1,340000.0,0,1,0,0,0,342,2016.0,3.0,12.0,2.3,3051.0,1.0,1.0,1.0,0,0.0,0.0,1,0.0,470,0,-37.7916,144.9443,0,1,0,0,0,1,0,6821.0
4341,83,372,0,1,2.0,0,0,1,726000.0,0,1,0,0,0,1316,2017.0,4.0,3.0,2.3,3051.0,2.0,1.0,1.0,0,0.0,64.0,0,1970.0,470,0,-37.7936,144.9426,0,1,0,0,0,1,0,6821.0
4342,83,372,0,1,3.0,1,0,0,1340000.0,0,1,0,0,0,8,2017.0,4.0,3.0,2.3,3051.0,3.0,1.0,0.0,0,83.0,129.0,0,1980.0,470,0,-37.7987,144.9497,0,1,0,0,0,1,0,6821.0
4343,83,372,0,1,2.0,0,1,0,1105000.0,0,1,0,0,0,1316,2017.0,4.0,3.0,2.3,3051.0,2.0,2.0,1.0,0,88.0,119.0,0,2010.0,470,0,-37.8018,144.9429,0,1,0,0,0,1,0,6821.0
4344,83,372,0,1,2.0,0,1,0,841000.0,0,1,0,0,0,1316,2017.0,4.0,3.0,2.3,3051.0,2.0,1.0,1.0,0,215.0,0.0,0,2000.0,470,0,-37.7953,144.9437,0,1,0,0,0,1,0,6821.0
4345,83,372,0,1,2.0,0,0,1,528500.0,0,0,0,1,0,301,2016.0,4.0,6.0,2.3,3051.0,2.0,1.0,1.0,0,0.0,74.0,0,1960.0,470,0,-37.7988,144.9475,0,1,0,0,0,1,0,6821.0
4346,83,372,0,1,2.0,0,0,1,585000.0,0,0,1,0,0,27,2016.0,4.0,6.0,2.3,3051.0,2.0,1.0,1.0,0,0.0,0.0,1,0.0,470,0,-37.802,144.951,0,1,0,0,0,1,0,6821.0
4347,83,372,0,1,2.0,0,0,1,645000.0,0,1,0,0,0,1565,2016.0,7.0,5.0,2.3,3051.0,2.0,1.0,1.0,0,0.0,0.0,1,0.0,470,0,-37.8055,144.9547,0,1,0,0,0,1,0,6821.0
4348,83,372,0,1,1.0,0,0,1,410000.0,0,0,0,0,1,1316,2016.0,7.0,11.0,2.3,3051.0,1.0,1.0,1.0,0,1045.0,55.0,0,2011.0,470,0,-37.802,144.9516,0,1,0,0,0,1,0,6821.0
4349,83,372,0,1,2.0,0,0,1,550000.0,0,0,0,1,0,1316,2016.0,7.0,11.0,2.3,3051.0,2.0,1.0,2.0,0,0.0,54.0,0,1975.0,470,0,-37.7955,144.9492,0,1,0,0,0,1,0,6821.0
4350,83,372,0,1,2.0,0,0,1,470000.0,0,0,0,0,1,8,2016.0,7.0,11.0,2.3,3051.0,2.0,1.0,1.0,0,0.0,0.0,1,0.0,470,0,-37.7988,144.9478,0,1,0,0,0,1,0,6821.0
4351,83,372,0,1,2.0,0,0,1,470000.0,0,0,0,0,1,8,2016.0,7.0,11.0,2.3,3051.0,2.0,1.0,1.0,0,0.0,57.0,0,2006.0,470,0,-37.8044,144.9566,0,1,0,0,0,1,0,6821.0
4352,83,372,0,1,2.0,0,0,1,475000.0,0,1,0,0,0,243,2016.0,8.0,10.0,2.3,3051.0,2.0,1.0,1.0,0,0.0,0.0,1,0.0,470,0,-37.7988,144.9475,0,1,0,0,0,1,0,6821.0
4353,83,372,0,1,2.0,0,0,1,640000.0,0,1,0,0,0,20,2016.0,8.0,10.0,2.3,3051.0,2.0,2.0,1.0,0,0.0,84.0,0,2006.0,470,0,-37.802,144.9459,0,1,0,0,0,1,0,6821.0
4354,83,372,0,1,4.0,1,0,0,1330000.0,0,1,0,0,0,39,2016.0,10.0,9.0,2.3,3051.0,3.0,2.0,1.0,0,246.0,0.0,1,0.0,470,0,-37.7914,144.9439,0,1,0,0,0,1,0,6821.0
4355,83,372,0,1,2.0,0,0,1,720000.0,0,1,0,0,0,8,2016.0,10.0,12.0,2.3,3051.0,2.0,2.0,1.0,0,0.0,98.0,0,1998.0,470,0,-37.8015,144.9526,0,1,0,0,0,1,0,6821.0
4356,83,372,0,1,2.0,0,1,0,888000.0,0,1,0,0,0,1316,2016.0,10.0,12.0,2.3,3051.0,2.0,1.0,1.0,0,0.0,0.0,1,0.0,470,0,-37.8016,144.9486,0,1,0,0,0,1,0,6821.0
4357,83,372,0,1,3.0,1,0,0,1325000.0,0,1,0,0,0,1565,2016.0,10.0,12.0,2.3,3051.0,3.0,2.0,1.0,0,97.0,139.0,0,2011.0,470,0,-37.8014,144.94899999999996,0,1,0,0,0,1,0,6821.0
4358,83,372,0,1,1.0,0,0,1,368000.0,0,0,0,1,0,1316,2016.0,10.0,12.0,2.3,3051.0,1.0,1.0,1.0,0,0.0,52.0,0,2003.0,470,0,-37.8,144.9542,0,1,0,0,0,1,0,6821.0
4359,83,372,0,1,3.0,0,1,0,1300000.0,0,1,0,0,0,1316,2017.0,11.0,2.0,2.3,3051.0,3.0,2.0,2.0,0,67.0,0.0,1,2005.0,470,0,-37.804,144.9441,0,1,0,0,0,1,0,6821.0
4360,83,372,0,1,2.0,0,0,1,450000.0,0,0,0,0,1,8,2016.0,12.0,11.0,2.3,3051.0,2.0,1.0,1.0,0,1588.0,71.0,0,1970.0,470,0,-37.7988,144.9478,0,1,0,0,0,1,0,6821.0
4361,83,372,0,1,3.0,1,0,0,1385000.0,0,1,0,0,0,1565,2016.0,8.0,13.0,2.3,3051.0,3.0,2.0,0.0,0,118.0,150.0,0,1890.0,470,0,-37.7976,144.944,0,1,0,0,0,1,0,6821.0
4362,83,372,0,1,2.0,1,0,0,990000.0,0,1,0,0,0,1565,2016.0,10.0,15.0,2.3,3051.0,2.0,2.0,1.0,0,584.0,120.0,0,2008.0,470,0,-37.8016,144.9508,0,1,0,0,0,1,0,6821.0
4363,83,372,0,1,2.0,0,0,1,440000.0,1,0,0,0,0,1167,2016.0,4.0,16.0,2.3,3051.0,2.0,1.0,1.0,0,0.0,0.0,1,1960.0,470,0,-37.8004,144.9465,0,1,0,0,0,1,0,6821.0
4364,83,372,0,1,2.0,0,0,1,606000.0,0,1,0,0,0,1565,2016.0,4.0,16.0,2.3,3051.0,2.0,1.0,2.0,0,0.0,84.0,0,2000.0,470,0,-37.8022,144.9439,0,1,0,0,0,1,0,6821.0
